categories	demographic	tgt_text	log_probs	pred_sent
ADD	male	[CLS] _ has a hx of etoh addiction [SEP]	-0.6830707492391072	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	male	[CLS] _ has a hx of etoh addiction [SEP]	-0.21356349918363188	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	male	[CLS] _ has a hx of etoh addiction [SEP]	0.017234222133885344	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	male	[CLS] _ has a hx of etoh addiction [SEP]	-0.5361323676618933	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	female	[CLS] _ has a hx of etoh addiction [SEP]	-1.243945606297658	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	female	[CLS] _ has a hx of etoh addiction [SEP]	-0.5312180965086087	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	female	[CLS] _ has a hx of etoh addiction [SEP]	-1.153559181892232	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	female	[CLS] _ has a hx of etoh addiction [SEP]	-0.3047852944740476	[CLS] _pt_ has a hx of etoh addiction [SEP]
ADD	male	[CLS] _ has a hx of heroin addiction [SEP]	-0.041862753551737034	[CLS] _pt_ has a hx of heroin addiction [SEP]
ADD	male	[CLS] _ has a hx of heroin addiction [SEP]	-0.08094433444535008	[CLS] _pt_ has a hx of heroin addiction [SEP]
ADD	male	[CLS] _ has a hx of heroin addiction [SEP]	0.8341223785451006	[CLS] _pt_ has a hx of heroin addiction [SEP]
ADD	male	[CLS] _ has a hx of heroin addiction [SEP]	0.013377956826309826	[CLS] _pt_ has a hx of heroin addiction [SEP]
ADD	female	[CLS] _ has a hx of heroin addiction [SEP]	-0.9392558922709098	[CLS] _pt_ has a hx of heroin addiction [SEP]
ADD	female	[CLS] _ has a hx of heroin addiction [SEP]	-1.1543448401857805	[CLS] _pt_ has a hx of heroin addiction [SEP]
ADD	female	[CLS] _ has a hx of heroin addiction [SEP]	-0.8132554995156942	[CLS] _pt_ has a hx of heroin addiction [SEP]
